# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
K11H12.8	WBGene00019664	K11H12.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K11H12.8	WBGene00019664	K11H12.8a.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K11H12.8	WBGene00019664	K11H12.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K11H12.8	WBGene00019664	K11H12.8c.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K11H12.8	WBGene00019664	K11H12.8d.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K11H12.9	WBGene00019665	K11H12.9a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K11H12.9	WBGene00019665	K11H12.9b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K11H12.9	WBGene00019665	K11H12.9c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K11H12.9	WBGene00019665	K11H12.9d.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K11H12.t1	WBGene00023106	K11H12.t1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K11H3.10	WBGene00198138	K11H3.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K11H3.13	WBGene00201719	K11H3.13	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K11H3.3	WBGene00010780	K11H3.3.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11H3.4	WBGene00010781	K11H3.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K12C11.1	WBGene00019673	K12C11.1a.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
K12C11.1	WBGene00019673	K12C11.1b.1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
K12C11.3	WBGene00019674	K12C11.3a.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K12C11.3	WBGene00019674	K12C11.3b.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K12C11.3	WBGene00019674	K12C11.3c.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K12C11.6	WBGene00045052	K12C11.6.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K12C11.7	WBGene00045053	K12C11.7a.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K12C11.7	WBGene00045053	K12C11.7b.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K12D12.6	WBGene00045110	K12D12.6	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K12D12.7	WBGene00045111	K12D12.7	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K12D12.8	WBGene00045112	K12D12.8	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K12G11.6	WBGene00010792	K12G11.6.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
K12H4.10	WBGene00197391	K12H4.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K12H4.t1	WBGene00023107	K12H4.t1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01A12.4	WBGene00044616	M01A12.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01B12.4	WBGene00019697	M01B12.4a.1	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M01B12.4	WBGene00019697	M01B12.4b.1	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M01B12.4	WBGene00019697	M01B12.4c.1	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M01D7.10	WBGene00202110	M01D7.10	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01D7.11	WBGene00220027	M01D7.11	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01D7.9	WBGene00044897	M01D7.9.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M01E5.2	WBGene00010805	M01E5.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01E5.2	WBGene00010805	M01E5.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01E5.3	WBGene00010806	M01E5.3a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01E5.3	WBGene00010806	M01E5.3b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01E5.3	WBGene00010806	M01E5.3c.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01E5.8	WBGene00200096	M01E5.8	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01E5.t1	WBGene00014446	M01E5.t1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01F1.3	WBGene00010809	M01F1.3.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01F1.3	WBGene00010809	M01F1.3.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01F1.3	WBGene00010809	M01F1.3.3	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01F1.4	WBGene00010810	M01F1.4a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01F1.4	WBGene00010810	M01F1.4b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01F1.8	WBGene00010814	M01F1.8a.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
M01F1.8	WBGene00010814	M01F1.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01F1.9	WBGene00010815	M01F1.9.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01G5.3	WBGene00019716	M01G5.3.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M02B1.4	WBGene00010829	M02B1.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02B7.2	WBGene00019724	M02B7.2a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M02B7.2	WBGene00019724	M02B7.2b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M02B7.7	WBGene00044690	M02B7.7.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M02E1.1	WBGene00019733	M02E1.1a.1	protein_coding	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M02E1.1	WBGene00019733	M02E1.1b.1	protein_coding	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M02E1.1	WBGene00019733	M02E1.1b.2	protein_coding	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M02F4.12	WBGene00202407	M02F4.12	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02F4.t1	WBGene00023110	M02F4.t1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02F4.t2	WBGene00023111	M02F4.t2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M03A8.6	WBGene00220028	M03A8.6	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M03C11.3	WBGene00010840	M03C11.3a.1	protein_coding	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
M03C11.3	WBGene00010840	M03C11.3b.1	protein_coding	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
M03C11.6	WBGene00010843	M03C11.6.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
M03C11.8	WBGene00010845	M03C11.8.1	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
M03F4.10	WBGene00196681	M03F4.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M03F8.3	WBGene00019762	M03F8.3a.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M03F8.3	WBGene00019762	M03F8.3b.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M03F8.5	WBGene00019764	M03F8.5.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M03F8.7	WBGene00189957	M03F8.7.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.10	WBGene00198509	M04B2.10	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.11	WBGene00201005	M04B2.11	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M04B2.12	WBGene00201578	M04B2.12	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M04B2.13	WBGene00201711	M04B2.13	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.2	WBGene00010846	M04B2.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M04B2.7	WBGene00010849	M04B2.7a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7d.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7e	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7f.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7g.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7h.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7i.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7j.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04B2.7	WBGene00010849	M04B2.7k.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04F3.3	WBGene00019769	M04F3.3.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M04F3.4	WBGene00019770	M04F3.4a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M04F3.4	WBGene00019770	M04F3.4b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M04F3.4	WBGene00019770	M04F3.4b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M04F3.5	WBGene00019771	M04F3.5a.1	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
M04F3.5	WBGene00019771	M04F3.5b.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M04F3.6	WBGene00044809	M04F3.6	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M05B5.3	WBGene00010871	M05B5.3a.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M05B5.3	WBGene00010871	M05B5.3b.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M05B5.3	WBGene00010871	M05B5.3c.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M05B5.4	WBGene00010872	M05B5.4.1	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M05D6.1	WBGene00010874	M05D6.1.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M05D6.1	WBGene00010874	M05D6.1.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M05D6.10	WBGene00044168	M05D6.10	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M05D6.2	WBGene00010875	M05D6.2.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M05D6.8	WBGene00010880	M05D6.8a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M05D6.8	WBGene00010880	M05D6.8b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M05D6.9	WBGene00010881	M05D6.9a.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M05D6.9	WBGene00010881	M05D6.9b.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M106.2	WBGene00010910	M106.2.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M106.3	WBGene00010911	M106.3a.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M106.3	WBGene00010911	M106.3a.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M106.3	WBGene00010911	M106.3b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M106.3	WBGene00010911	M106.3b.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M106.3	WBGene00010911	M106.3b.3	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
M106.6	WBGene00014447	M106.6	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M106.7	WBGene00044924	M106.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M106.8	WBGene00077658	M106.8.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M110.10	WBGene00195142	M110.10.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
M110.12	WBGene00199397	M110.12	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M110.13	WBGene00271655	M110.13	lincRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
M110.3	WBGene00010913	M110.3.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
M110.8	WBGene00010916	M110.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M110.8	WBGene00010916	M110.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M117.1	WBGene00010918	M117.1a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M117.1	WBGene00010918	M117.1b.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M117.10	WBGene00196581	M117.10	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M117.11	WBGene00199485	M117.11	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M117.12	WBGene00200601	M117.12	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M117.13	WBGene00202048	M117.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M117.3	WBGene00010919	M117.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M117.9	WBGene00195569	M117.9	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M142.3	WBGene00014809	M142.3	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M142.5	WBGene00010922	M142.5.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M142.8	WBGene00043057	M142.8a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M142.8	WBGene00043057	M142.8b.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M151.2	WBGene00019794	M151.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M151.3	WBGene00019795	M151.3.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M151.4	WBGene00019796	M151.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M151.7	WBGene00019799	M151.7.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M151.9	WBGene00219238	M151.9	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M18.11	WBGene00220033	M18.11	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M18.12	WBGene00271634	M18.12	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M18.3	WBGene00010889	M18.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M18.6	WBGene00010891	M18.6a.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M28.2	WBGene00010894	M28.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M28.8	WBGene00010899	M28.8.1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M4.1	WBGene00019766	M4.1a.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M4.1	WBGene00019766	M4.1b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M60.10	WBGene00199022	M60.10	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M60.11	WBGene00199594	M60.11	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M60.12	WBGene00199700	M60.12	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M60.13	WBGene00200588	M60.13	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M60.7	WBGene00019782	M60.7.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M60.9	WBGene00198008	M60.9	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M7.15	WBGene00220032	M7.15	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M88.10	WBGene00198216	M88.10	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M88.11	WBGene00198404	M88.11	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M88.3	WBGene00010906	M88.3.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M88.4	WBGene00010907	M88.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M88.9	WBGene00195340	M88.9	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTCE.1	WBGene00014450	MTCE.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MTCE.10	WBGene00014457	MTCE.10	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.13	WBGene00014458	MTCE.13	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.14	WBGene00014459	MTCE.14	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.15	WBGene00014460	MTCE.15	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.17	WBGene00014461	MTCE.17	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
MTCE.18	WBGene00014462	MTCE.18	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
MTCE.19	WBGene00014463	MTCE.19	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
MTCE.2	WBGene00014451	MTCE.2	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MTCE.20	WBGene00014464	MTCE.20	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
MTCE.22	WBGene00014465	MTCE.22	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
MTCE.24	WBGene00014466	MTCE.24	protein_coding	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4
MTCE.27	WBGene00014467	MTCE.27	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
MTCE.28	WBGene00014468	MTCE.28	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
MTCE.29	WBGene00014469	MTCE.29	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
MTCE.30	WBGene00014470	MTCE.30	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
MTCE.32	WBGene00014471	MTCE.32	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
MTCE.33	WBGene00014472	MTCE.33	rRNA	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1
MTCE.36	WBGene00014473	MTCE.36	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MTCE.5	WBGene00014452	MTCE.5	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MTCE.6	WBGene00014453	MTCE.6	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MTCE.7	WBGene00014454	MTCE.7	rRNA	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MTCE.8	WBGene00014455	MTCE.8	protein_coding	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
MTCE.9	WBGene00014456	MTCE.9	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PAR2.5	WBGene00195778	PAR2.5	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R01B10.2	WBGene00019804	R01B10.2.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R01B10.3	WBGene00019805	R01B10.3.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R01B10.4	WBGene00019806	R01B10.4.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R01E6.12	WBGene00197705	R01E6.12	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.13	WBGene00198500	R01E6.13	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.17	WBGene00200175	R01E6.17	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.2	WBGene00010968	R01E6.2.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01E6.7	WBGene00010971	R01E6.7.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
R01E6.9	WBGene00196125	R01E6.9	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R01H10.4	WBGene00010972	R01H10.4.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R01H2.7	WBGene00023414	R01H2.7.1	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1a.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1a.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1a.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1b.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1b.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1b.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1c.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1c.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1d.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.1	WBGene00019831	R02F2.1d.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R02F2.4	WBGene00019833	R02F2.4.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
